-2.547844e-02 -2.945471e+00 0 44 37 178 102 97
-1.018605e+00 2.918928e+00 41 38 0 119 178 58
4.151857e-01 -1.622048e+01 60 82 61 195 112 113
1.597906e+01 1.495460e+00 65 88 66 73 29 18
1.157932e+01 1.139086e+01 68 67 91 53 28 49
2.340961e+01 9.534863e+00 118 16 119 17 10 22
2.102745e+01 1.387045e+01 120 119 15 9 10 7
2.122649e+01 1.484974e+01 120 15 14 6 -1 8
1.830974e+01 1.833703e+01 14 13 120 -1 12 7
1.806805e+01 1.214052e+01 120 90 119 15 26 6
2.372112e+01 1.106457e+01 119 16 15 5 -1 6
1.251175e+01 1.627324e+01 92 91 121 49 16 35
1.726098e+01 1.831344e+01 121 120 13 16 8 14
1.290346e+01 2.143867e+01 122 121 12 35 14 37
1.505602e+01 2.147731e+01 13 12 121 -1 13 12
1.638431e+01 1.268182e+01 91 90 120 28 9 16
1.521179e+01 1.593195e+01 91 120 121 15 12 11
2.575393e+01 6.905181e+00 16 118 17 5 21 -1
1.270559e+01 1.398958e+00 49 65 66 60 3 32
2.049997e+01 2.982380e+00 117 89 88 24 29 23
2.621758e+01 2.274503e+00 117 18 17 62 -1 21
2.477236e+01 4.518979e+00 17 118 117 17 24 20
2.046886e+01 7.863144e+00 119 89 118 26 24 5
2.168228e+01 -2.332950e-01 117 88 116 19 65 62
2.151072e+01 4.319307e+00 117 118 89 21 22 19
1.185338e+01 5.746652e+00 66 67 50 27 53 32
1.897711e+01 8.394526e+00 90 89 119 30 22 9
1.478441e+01 6.980045e+00 90 67 66 28 25 30
1.389098e+01 1.083595e+01 67 90 91 27 15 4
1.711222e+01 3.016138e+00 89 66 88 30 3 19
1.601158e+01 6.517753e+00 66 89 90 29 26 27
-1.246436e+00 8.389268e+00 52 53 41 137 141 59
1.115724e+01 3.703673e+00 49 66 50 18 25 48
6.741446e+00 1.581003e+01 69 92 93 46 39 38
7.215176e+00 2.097985e+01 122 123 93 36 44 39
1.119513e+01 1.870332e+01 122 92 121 39 11 13
8.125158e+00 2.365866e+01 11 123 122 41 34 37
1.113717e+01 2.388783e+01 11 122 12 36 13 -1
3.555506e+00 1.687105e+01 93 94 69 44 57 33
8.616245e+00 1.887035e+01 93 92 122 33 35 34
-1.163629e+00 2.059426e+01 124 95 94 127 122 45
6.787805e+00 2.536494e+01 123 11 10 36 -1 42
2.997774e+00 2.505015e+01 10 124 123 43 45 41
2.273082e+00 2.580830e+01 124 10 9 42 -1 123
3.694655e+00 2.047011e+01 123 94 93 45 38 34
2.685673e+00 2.141556e+01 94 123 124 44 42 40
7.426699e+00 1.416913e+01 69 68 92 51 49 33
6.660821e+00 9.007096e-01 40 39 49 100 89 48
7.472386e+00 3.080152e+00 50 40 49 52 47 32
1.057599e+01 1.361850e+01 68 91 92 4 11 46
7.807585e+00 8.585148e+00 68 51 50 51 52 53
5.720296e+00 1.137659e+01 51 68 69 50 46 56
5.881900e+00 5.625324e+00 50 51 40 50 55 48
9.384800e+00 8.628055e+00 68 50 67 50 25 4
1.645650e+00 1.317045e+01 70 52 69 137 56 57
3.171633e+00 5.831490e+00 51 41 40 59 58 52
3.681303e+00 1.121864e+01 51 69 52 51 54 59
1.796167e+00 1.574011e+01 69 94 70 38 122 54
1.244686e+00 2.894107e+00 41 0 40 1 97 55
2.045991e+00 7.843724e+00 52 41 51 31 55 56
1.138801e+01 -1.517770e+00 49 48 65 89 70 18
1.372488e+01 -1.670787e+01 84 112 113 109 86 83
2.504138e+01 -2.765691e-01 117 116 18 23 67 20
2.341457e+01 -1.092219e+01 21 20 115 -1 69 79
2.148125e+01 -5.071069e+00 115 116 87 66 65 71
2.042617e+01 -1.967351e+00 88 87 116 73 64 23
2.444261e+01 -5.607343e+00 19 116 115 67 64 69
2.616202e+01 -2.269041e+00 116 19 18 66 -1 62
1.975866e+01 -9.583610e+00 115 86 114 71 76 79
2.511405e+01 -6.735730e+00 115 20 19 63 -1 66
1.253226e+01 -3.200524e+00 64 65 48 72 60 92
1.940899e+01 -7.148502e+00 86 115 87 68 64 75
1.587729e+01 -3.487365e+00 87 65 64 73 70 75
1.715182e+01 -1.771405e+00 88 65 87 3 72 65
1.385068e+01 -8.579748e+00 64 63 86 92 81 75
1.661804e+01 -6.064440e+00 64 86 87 74 71 72
1.727625e+01 -1.146028e+01 85 114 86 84 68 81
1.858670e+01 -1.860917e+01 22 113 23 80 86 -1
2.146822e+01 -1.502076e+01 21 114 22 79 80 -1
2.266133e+01 -1.116115e+01 114 21 115 78 63 68
1.955420e+01 -1.560283e+01 22 114 113 78 84 77
1.404518e+01 -9.726457e+00 86 63 85 74 88 76
1.530148e+01 -2.183366e+01 112 24 23 85 -1 86
1.387475e+01 -1.544239e+01 85 84 113 88 61 84
1.727686e+01 -1.375476e+01 85 113 114 83 80 76
1.214955e+01 -2.205194e+01 24 112 111 82 109 105
1.638511e+01 -1.918935e+01 113 112 23 61 82 77
2.394581e-01 -7.224375e+00 44 46 45 180 98 102
1.167988e+01 -1.275547e+01 84 85 63 83 81 95
8.949470e+00 -1.603227e+00 49 39 48 47 94 60
4.003872e+00 -1.194333e+01 46 61 62 113 107 91
4.825084e+00 -1.030607e+01 62 47 46 96 98 90
1.126624e+01 -6.764634e+00 63 64 48 74 70 93
9.398607e+00 -7.151834e+00 48 47 63 94 96 92
7.157005e+00 -4.869054e+00 47 48 39 93 89 101
1.004543e+01 -1.271552e+01 63 62 84 96 103 88
8.133035e+00 -9.970537e+00 62 63 47 95 93 91
3.110394e+00 1.376102e-01 40 0 37 58 0 100
3.968372e+00 -8.678923e+00 45 46 47 87 91 101
5.045841e+00 -4.356517e+00 39 37 45 100 102 101
4.009653e+00 -8.539820e-02 37 39 40 99 47 97
5.741769e+00 -4.887161e+00 39 45 47 99 98 94
7.416971e-01 -4.803173e+00 45 37 44 99 0 87
7.908661e+00 -1.548320e+01 62 83 84 107 106 95
7.507766e+00 -2.388404e+01 111 110 25 108 115 105
1.108324e+01 -2.377248e+01 111 25 24 104 -1 85
9.252573e+00 -1.832064e+01 84 83 111 103 108 109
5.703551e+00 -1.520820e+01 61 83 62 112 103 90
6.409504e+00 -2.100355e+01 111 83 110 106 111 104
1.082120e+01 -1.874345e+01 84 111 112 106 85 61
2.261076e+00 -2.565940e+01 110 27 26 116 -1 115
4.212914e+00 -2.025864e+01 82 110 83 114 108 112
3.609690e+00 -1.730096e+01 83 61 82 107 2 111
4.645009e-01 -1.285476e+01 61 46 60 90 174 2
1.727841e+00 -2.194580e+01 110 82 109 111 193 116
6.742415e+00 -2.519861e+01 110 26 25 110 -1 104
1.836721e+00 -2.525765e+01 110 109 27 114 196 110
-6.085668e+00 1.348387e+00 38 42 43 119 140 179
-1.230807e+01 1.013272e+01 72 98 73 145 163 144
-2.439788e+00 4.012166e+00 38 41 42 1 141 117
-3.312722e+00 1.610221e+01 70 95 71 122 126 139
-5.975476e+00 2.111153e+01 95 125 126 127 131 129
-1.277725e+00 1.739442e+01 94 95 70 40 120 57
-1.853306e+00 2.544066e+01 124 9 125 43 125 127
-6.808324e+00 2.544013e+01 125 8 7 125 -1 131
-2.280254e+00 2.589727e+01 8 125 9 124 123 -1
-5.843844e+00 1.686132e+01 95 96 71 129 134 120
-2.209967e+00 2.161498e+01 124 125 95 123 121 40
-1.149214e+01 1.728461e+01 127 97 96 155 132 133
-6.886747e+00 1.928831e+01 126 96 95 133 126 121
-1.104291e+01 2.368620e+01 7 6 126 -1 153 131
-7.461498e+00 2.411726e+01 125 7 126 124 130 121
-9.893046e+00 1.417429e+01 97 72 96 145 134 128
-1.050344e+01 1.909811e+01 96 126 127 129 153 128
-8.240288e+00 1.395798e+01 72 71 96 138 126 132
-1.275910e+01 6.882350e-01 55 74 75 142 166 175
-5.218436e+00 6.694206e+00 53 54 42 143 146 141
-1.981065e+00 1.156285e+01 70 53 52 139 31 54
-6.413393e+00 1.115631e+01 71 72 53 134 143 139
-2.939546e+00 1.212983e+01 70 71 53 120 138 137
-7.198972e+00 1.663558e+00 42 55 43 146 172 117
-3.186780e+00 6.124278e+00 53 42 41 136 119 31
-1.187384e+01 4.193238e+00 55 73 74 147 148 135
-7.035908e+00 9.462813e+00 54 53 72 136 138 144
-1.014698e+01 8.548873e+00 72 73 54 118 147 143
-1.235172e+01 1.187522e+01 72 97 98 132 151 118
-8.173323e+00 3.946243e+00 54 55 42 147 140 136
-1.053326e+01 4.883952e+00 55 54 73 146 144 142
-1.510399e+01 5.902097e+00 73 99 74 163 167 142
-1.792740e+01 1.002365e+01 129 99 98 160 163 154
-1.630695e+01 1.898760e+01 127 5 128 152 157 155
-1.537497e+01 1.393315e+01 97 128 98 155 154 145
-1.513495e+01 2.159191e+01 6 5 127 -1 150 153
-1.194848e+01 2.200009e+01 6 127 126 152 133 130
-1.724216e+01 1.322140e+01 98 128 129 151 156 149
-1.447942e+01 1.687604e+01 127 128 97 150 151 128
-2.002306e+01 1.523416e+01 4 129 128 159 154 157
